[03:24:32 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[03:44:39 Msk] [TX_206] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:44:39 Msk] [TX_211] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:39 Msk] [TX_212] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:39 Msk] [TX_214] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:39 Msk] [TX_218] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:39 Msk] [TX_220] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:39 Msk] [TX_219] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:44:39 Msk] [TX_224] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:39 Msk] [TX_225] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:39 Msk] [TX_227] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:40 Msk] [TX_231] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:40 Msk] [TX_233] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:40 Msk] [TX_232] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:44:40 Msk] [TX_237] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:40 Msk] [TX_238] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:40 Msk] [TX_240] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:41 Msk] [TX_244] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_247] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_250] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_253] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_256] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_259] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_262] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_265] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_268] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_271] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_274] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:41 Msk] [TX_277] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:43 Msk] [TX_280] Фасилити: 102 | Интент: MOUSE_CLICK | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:45 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 105
[03:44:45 Msk] [TX_283] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:47 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[03:44:47 Msk] [TX_296] Фасилити: 102 | Интент: MOUSE_CLICK | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:47 Msk] [TX_295] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:51 Msk] [TX_301] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:51 Msk] [TX_304] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:52 Msk] [TX_307] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:52 Msk] [TX_310] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:52 Msk] [TX_311] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:52 Msk] [TX_312] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:54 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[03:44:54 Msk] [TX_320] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:54 Msk] [TX_322] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:54 Msk] [TX_321] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:44:54 Msk] [TX_319] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:54 Msk] [TX_326] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:54 Msk] [TX_327] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:54 Msk] [TX_330] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:55 Msk] [TX_334] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:55 Msk] [TX_336] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:55 Msk] [TX_335] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:44:55 Msk] [TX_340] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:55 Msk] [TX_341] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:55 Msk] [TX_343] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:44:56 Msk] [TX_347] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:56 Msk] [TX_348] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:56 Msk] [TX_349] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_356] Фасилити: 104 | Интент: ROTATE_STACK_DOWN | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_359] Фасилити: 104 | Интент: ROTATE_STACK_DOWN | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_362] Фасилити: 104 | Интент: ROTATE_STACK_DOWN | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_365] Фасилити: 104 | Интент: ROTATE_STACK_DOWN | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_368] Фасилити: 104 | Интент: ROTATE_STACK_UP | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_371] Фасилити: 104 | Интент: ROTATE_STACK_UP | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_374] Фасилити: 104 | Интент: ROTATE_STACK_UP | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:44:57 Msk] [TX_377] Фасилити: 104 | Интент: ROTATE_STACK_UP | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:52 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[03:45:52 Msk] [TX_381] Фасилити: 102 | Интент: MOUSE_CLICK | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:52 Msk] [TX_380] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_386] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_389] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_392] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_395] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_398] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_401] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_404] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_407] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_410] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_413] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_416] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:53 Msk] [TX_419] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:55 Msk] [TX_422] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:55 Msk] [TX_424] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[03:45:55 Msk] [TX_423] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[03:45:55 Msk] [TX_428] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[03:45:55 Msk] [TX_429] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[03:45:55 Msk] [TX_431] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[03:52:51 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[03:52:51 Msk] [TX_1] Фасилити: 9 | Интент: TRIGGER_RESIZE | Назначение (P1): 9 | Статус TX: READY | Трасса ORIGINS: []
[03:52:51 Msk] [TX_2] Фасилити: 11 | Интент: BOOT_LAYOUT_TREE | Назначение (P1): 11 | Статус TX: READY | Трасса ORIGINS: []
[03:52:52 Msk] [TX_6] Фасилити: 0 | Интент: SYNCHRONIZE_DYNAMIC_SLOT | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [11]
[03:52:52 Msk] [TX_17] Фасилити: 12 | Интент: REGISTRATION_TAB_SPACE | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: []
[03:54:28 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[03:54:28 Msk] [TX_1] Фасилити: 9 | Интент: TRIGGER_RESIZE | Назначение (P1): 9 | Статус TX: READY | Трасса ORIGINS: []
[03:54:28 Msk] [TX_2] Фасилити: 11 | Интент: BOOT_LAYOUT_TREE | Назначение (P1): 11 | Статус TX: READY | Трасса ORIGINS: []
[03:54:28 Msk] [TX_6] Фасилити: 0 | Интент: SYNCHRONIZE_DYNAMIC_SLOT | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [11]
[03:54:28 Msk] [TX_17] Фасилити: 12 | Интент: REGISTRATION_TAB_SPACE | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: []
[03:56:08 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[03:56:08 Msk] [TX_1] Фасилити: 9 | Интент: TRIGGER_RESIZE | Назначение (P1): 9 | Статус TX: READY | Трасса ORIGINS: []
[03:56:08 Msk] [TX_2] Фасилити: 11 | Интент: BOOT_LAYOUT_TREE | Назначение (P1): 11 | Статус TX: READY | Трасса ORIGINS: []
[03:56:08 Msk] [TX_6] Фасилити: 0 | Интент: SYNCHRONIZE_DYNAMIC_SLOT | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [11]
[03:56:08 Msk] [TX_17] Фасилити: 12 | Интент: REGISTRATION_TAB_SPACE | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: []
[04:00:37 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[04:00:37 Msk] [TX_1] Фасилити: 9 | Интент: TRIGGER_RESIZE | Назначение (P1): 9 | Статус TX: READY | Трасса ORIGINS: []
[04:00:37 Msk] [TX_2] Фасилити: 11 | Интент: BOOT_LAYOUT_TREE | Назначение (P1): 11 | Статус TX: READY | Трасса ORIGINS: []
[04:00:37 Msk] [TX_6] Фасилити: 0 | Интент: SYNCHRONIZE_DYNAMIC_SLOT | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [11]
[04:00:38 Msk] [TX_17] Фасилити: 12 | Интент: REGISTRATION_TAB_SPACE | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: []
